OBJECTID *,Shape *,Lat,Long,S1,S2,S3,S4
1489,Point,43.1254,-71.8728,43,54,71,28
1490,Point,43.1255,-71.8728,43,55,71,28
1491,Point,43.1256,-71.8728,43,56,71,28
1492,Point,43.1257,-71.8728,43,57,71,28
1493,Point,43.1258,-71.8728,43,58,71,28
1494,Point,43.1259,-71.8728,43,59,71,28
1495,Point,43.126,-71.8728,43,60,71,28
1496,Point,43.1261,-71.8728,43,61,71,28
1497,Point,43.1262,-71.8728,43,62,71,28
1498,Point,43.1263,-71.8728,43,63,71,28
1499,Point,43.1264,-71.8728,43,64,71,28
1500,Point,43.1265,-71.8728,43,65,71,28
1501,Point,43.1266,-71.8728,43,66,71,28
1502,Point,43.1267,-71.8728,43,67,71,28
1503,Point,43.1268,-71.8728,43,68,71,28
1504,Point,43.1269,-71.8728,43,69,71,28
1505,Point,43.127,-71.8728,43,70,71,28
1506,Point,43.1271,-71.8728,43,71,71,28
1507,Point,43.1272,-71.8728,43,72,71,28
1508,Point,43.1273,-71.8728,43,73,71,28
1509,Point,43.1274,-71.8728,43,74,71,28
1510,Point,43.1275,-71.8728,43,75,71,28
1511,Point,43.1276,-71.8728,43,76,71,28
1512,Point,43.1277,-71.8728,43,77,71,28
1513,Point,43.1278,-71.8728,43,78,71,28
1514,Point,43.1279,-71.8728,43,79,71,28
1515,Point,43.128,-71.8728,43,80,71,28
1516,Point,43.1281,-71.8728,43,81,71,28
1517,Point,43.1282,-71.8728,43,82,71,28
1518,Point,43.1283,-71.8728,43,83,71,28
1519,Point,43.1284,-71.8728,43,84,71,28
1520,Point,43.1285,-71.8728,43,85,71,28
1521,Point,43.1286,-71.8728,43,86,71,28
1522,Point,43.1287,-71.8728,43,87,71,28
1523,Point,43.1288,-71.8728,43,88,71,28
1524,Point,43.1289,-71.8728,43,89,71,28
1525,Point,43.129,-71.8728,43,90,71,28
1526,Point,43.1291,-71.8728,43,91,71,28
1527,Point,43.1292,-71.8728,43,92,71,28
1528,Point,43.1293,-71.8728,43,93,71,28
1529,Point,43.1294,-71.8728,43,94,71,28
1530,Point,43.1295,-71.8728,43,95,71,28
1531,Point,43.1296,-71.8728,43,96,71,28
1532,Point,43.1297,-71.8728,43,97,71,28
1533,Point,43.1298,-71.8728,43,98,71,28
1534,Point,43.1299,-71.8728,43,99,71,28
1535,Point,43.12,-71.8729,43,00,71,29
1536,Point,43.1201,-71.8729,43,01,71,29
1537,Point,43.1202,-71.8729,43,02,71,29
1538,Point,43.1203,-71.8729,43,03,71,29
1539,Point,43.1204,-71.8729,43,04,71,29
1540,Point,43.1205,-71.8729,43,05,71,29
1541,Point,43.1206,-71.8729,43,06,71,29
1542,Point,43.1207,-71.8729,43,07,71,29
1543,Point,43.1208,-71.8729,43,08,71,29
1544,Point,43.1225,-71.8729,43,25,71,29
1545,Point,43.1226,-71.8729,43,26,71,29
1546,Point,43.1227,-71.8729,43,27,71,29
1547,Point,43.1228,-71.8729,43,28,71,29
1548,Point,43.1229,-71.8729,43,29,71,29
1549,Point,43.123,-71.8729,43,30,71,29
1550,Point,43.1231,-71.8729,43,31,71,29
1551,Point,43.1232,-71.8729,43,32,71,29
1552,Point,43.1233,-71.8729,43,33,71,29
1553,Point,43.1234,-71.8729,43,34,71,29
1554,Point,43.1235,-71.8729,43,35,71,29
1555,Point,43.1236,-71.8729,43,36,71,29
1556,Point,43.1237,-71.8729,43,37,71,29
1557,Point,43.1238,-71.8729,43,38,71,29
1558,Point,43.1239,-71.8729,43,39,71,29
1559,Point,43.124,-71.8729,43,40,71,29
1560,Point,43.1241,-71.8729,43,41,71,29
1561,Point,43.1242,-71.8729,43,42,71,29
1562,Point,43.1243,-71.8729,43,43,71,29
1563,Point,43.1244,-71.8729,43,44,71,29
1564,Point,43.1245,-71.8729,43,45,71,29
1565,Point,43.1246,-71.8729,43,46,71,29
1566,Point,43.1247,-71.8729,43,47,71,29
1567,Point,43.1248,-71.8729,43,48,71,29
1568,Point,43.1249,-71.8729,43,49,71,29
1569,Point,43.125,-71.8729,43,50,71,29
1570,Point,43.1251,-71.8729,43,51,71,29
1571,Point,43.1252,-71.8729,43,52,71,29
1572,Point,43.1253,-71.8729,43,53,71,29
1573,Point,43.1254,-71.8729,43,54,71,29
1574,Point,43.1255,-71.8729,43,55,71,29
1575,Point,43.1256,-71.8729,43,56,71,29
1576,Point,43.1257,-71.8729,43,57,71,29
1577,Point,43.1258,-71.8729,43,58,71,29
1578,Point,43.1259,-71.8729,43,59,71,29
1579,Point,43.126,-71.8729,43,60,71,29
1580,Point,43.1261,-71.8729,43,61,71,29
1581,Point,43.1262,-71.8729,43,62,71,29
1582,Point,43.1263,-71.8729,43,63,71,29
1583,Point,43.1264,-71.8729,43,64,71,29
1584,Point,43.1265,-71.8729,43,65,71,29
1585,Point,43.1266,-71.8729,43,66,71,29
1586,Point,43.1267,-71.8729,43,67,71,29
1587,Point,43.1268,-71.8729,43,68,71,29
1588,Point,43.1269,-71.8729,43,69,71,29
1589,Point,43.127,-71.8729,43,70,71,29
1590,Point,43.1271,-71.8729,43,71,71,29
1591,Point,43.1272,-71.8729,43,72,71,29
1592,Point,43.1273,-71.8729,43,73,71,29
1593,Point,43.1274,-71.8729,43,74,71,29
1594,Point,43.1275,-71.8729,43,75,71,29
1595,Point,43.1276,-71.8729,43,76,71,29
1596,Point,43.1277,-71.8729,43,77,71,29
1597,Point,43.1278,-71.8729,43,78,71,29
1598,Point,43.1279,-71.8729,43,79,71,29
1599,Point,43.128,-71.8729,43,80,71,29
1600,Point,43.1281,-71.8729,43,81,71,29
1601,Point,43.1282,-71.8729,43,82,71,29
1602,Point,43.1283,-71.8729,43,83,71,29
1603,Point,43.1284,-71.8729,43,84,71,29
1604,Point,43.1285,-71.8729,43,85,71,29
1605,Point,43.1286,-71.8729,43,86,71,29
1606,Point,43.1287,-71.8729,43,87,71,29
1607,Point,43.1288,-71.8729,43,88,71,29
1608,Point,43.1289,-71.8729,43,89,71,29
1609,Point,43.129,-71.8729,43,90,71,29
1610,Point,43.1291,-71.8729,43,91,71,29
1611,Point,43.1292,-71.8729,43,92,71,29
1612,Point,43.1293,-71.8729,43,93,71,29
1613,Point,43.1294,-71.8729,43,94,71,29
1614,Point,43.1295,-71.8729,43,95,71,29
1615,Point,43.1296,-71.8729,43,96,71,29
1616,Point,43.1297,-71.8729,43,97,71,29
1617,Point,43.1298,-71.8729,43,98,71,29
1618,Point,43.1299,-71.8729,43,99,71,29
1619,Point,43.12,-71.873,43,00,71,30
1620,Point,43.1201,-71.873,43,01,71,30
1621,Point,43.1202,-71.873,43,02,71,30
1622,Point,43.1203,-71.873,43,03,71,30
1623,Point,43.1204,-71.873,43,04,71,30
1624,Point,43.1205,-71.873,43,05,71,30
1625,Point,43.1206,-71.873,43,06,71,30
1626,Point,43.1207,-71.873,43,07,71,30
1627,Point,43.1208,-71.873,43,08,71,30
1628,Point,43.1225,-71.873,43,25,71,30
1629,Point,43.1226,-71.873,43,26,71,30
1630,Point,43.1227,-71.873,43,27,71,30
1631,Point,43.1228,-71.873,43,28,71,30
1632,Point,43.1229,-71.873,43,29,71,30
1633,Point,43.123,-71.873,43,30,71,30
1634,Point,43.1231,-71.873,43,31,71,30
1635,Point,43.1232,-71.873,43,32,71,30
1636,Point,43.1233,-71.873,43,33,71,30
1637,Point,43.1234,-71.873,43,34,71,30
1638,Point,43.1235,-71.873,43,35,71,30
1639,Point,43.1236,-71.873,43,36,71,30
1640,Point,43.1237,-71.873,43,37,71,30
1641,Point,43.1238,-71.873,43,38,71,30
1642,Point,43.1239,-71.873,43,39,71,30
1643,Point,43.124,-71.873,43,40,71,30
1644,Point,43.1241,-71.873,43,41,71,30
1645,Point,43.1242,-71.873,43,42,71,30
1646,Point,43.1243,-71.873,43,43,71,30
1647,Point,43.1244,-71.873,43,44,71,30
1648,Point,43.1245,-71.873,43,45,71,30
1649,Point,43.1246,-71.873,43,46,71,30
1650,Point,43.1247,-71.873,43,47,71,30
1651,Point,43.1248,-71.873,43,48,71,30
1652,Point,43.1249,-71.873,43,49,71,30
1653,Point,43.125,-71.873,43,50,71,30
1654,Point,43.1251,-71.873,43,51,71,30
1655,Point,43.1252,-71.873,43,52,71,30
1656,Point,43.1253,-71.873,43,53,71,30
1657,Point,43.1254,-71.873,43,54,71,30
1658,Point,43.1255,-71.873,43,55,71,30
1659,Point,43.1256,-71.873,43,56,71,30
1660,Point,43.1257,-71.873,43,57,71,30
1661,Point,43.1258,-71.873,43,58,71,30
1662,Point,43.1259,-71.873,43,59,71,30
1663,Point,43.126,-71.873,43,60,71,30
1664,Point,43.1261,-71.873,43,61,71,30
1665,Point,43.1262,-71.873,43,62,71,30
1666,Point,43.1263,-71.873,43,63,71,30
1667,Point,43.1264,-71.873,43,64,71,30
1668,Point,43.1265,-71.873,43,65,71,30
1669,Point,43.1266,-71.873,43,66,71,30
1670,Point,43.1267,-71.873,43,67,71,30
1671,Point,43.1268,-71.873,43,68,71,30
1672,Point,43.1269,-71.873,43,69,71,30
1673,Point,43.127,-71.873,43,70,71,30
1674,Point,43.1271,-71.873,43,71,71,30
1675,Point,43.1272,-71.873,43,72,71,30
1676,Point,43.1273,-71.873,43,73,71,30
1677,Point,43.1274,-71.873,43,74,71,30
1678,Point,43.1275,-71.873,43,75,71,30
1679,Point,43.1276,-71.873,43,76,71,30
1680,Point,43.1277,-71.873,43,77,71,30
1681,Point,43.1278,-71.873,43,78,71,30
1682,Point,43.1279,-71.873,43,79,71,30
1683,Point,43.128,-71.873,43,80,71,30
1684,Point,43.1281,-71.873,43,81,71,30
1685,Point,43.1282,-71.873,43,82,71,30
1686,Point,43.1283,-71.873,43,83,71,30
1687,Point,43.1284,-71.873,43,84,71,30
1688,Point,43.1285,-71.873,43,85,71,30
1689,Point,43.1286,-71.873,43,86,71,30
1690,Point,43.1287,-71.873,43,87,71,30
1691,Point,43.1288,-71.873,43,88,71,30
1692,Point,43.1289,-71.873,43,89,71,30
1693,Point,43.129,-71.873,43,90,71,30
1694,Point,43.1291,-71.873,43,91,71,30
1695,Point,43.1292,-71.873,43,92,71,30
1696,Point,43.1293,-71.873,43,93,71,30
1697,Point,43.1294,-71.873,43,94,71,30
1698,Point,43.1295,-71.873,43,95,71,30
1699,Point,43.1296,-71.873,43,96,71,30
1700,Point,43.1297,-71.873,43,97,71,30
1701,Point,43.1298,-71.873,43,98,71,30
1702,Point,43.1299,-71.873,43,99,71,30
1703,Point,43.12,-71.8731,43,00,71,31
1704,Point,43.1201,-71.8731,43,01,71,31
1705,Point,43.1202,-71.8731,43,02,71,31
1706,Point,43.1203,-71.8731,43,03,71,31
1707,Point,43.1204,-71.8731,43,04,71,31
1708,Point,43.1205,-71.8731,43,05,71,31
1709,Point,43.1206,-71.8731,43,06,71,31
1710,Point,43.1207,-71.8731,43,07,71,31
1711,Point,43.1208,-71.8731,43,08,71,31
1712,Point,43.1225,-71.8731,43,25,71,31
1713,Point,43.1226,-71.8731,43,26,71,31
1714,Point,43.1227,-71.8731,43,27,71,31
1715,Point,43.1228,-71.8731,43,28,71,31
1716,Point,43.1229,-71.8731,43,29,71,31
1717,Point,43.123,-71.8731,43,30,71,31
1718,Point,43.1231,-71.8731,43,31,71,31
1719,Point,43.1232,-71.8731,43,32,71,31
1720,Point,43.1233,-71.8731,43,33,71,31
1721,Point,43.1234,-71.8731,43,34,71,31
1722,Point,43.1235,-71.8731,43,35,71,31
1723,Point,43.1236,-71.8731,43,36,71,31
1724,Point,43.1237,-71.8731,43,37,71,31
1725,Point,43.1238,-71.8731,43,38,71,31
1726,Point,43.1239,-71.8731,43,39,71,31
1727,Point,43.124,-71.8731,43,40,71,31
1728,Point,43.1241,-71.8731,43,41,71,31
1729,Point,43.1242,-71.8731,43,42,71,31
1730,Point,43.1243,-71.8731,43,43,71,31
1731,Point,43.1244,-71.8731,43,44,71,31
1732,Point,43.1245,-71.8731,43,45,71,31
1733,Point,43.1246,-71.8731,43,46,71,31
1734,Point,43.1247,-71.8731,43,47,71,31
1735,Point,43.1248,-71.8731,43,48,71,31
1736,Point,43.1249,-71.8731,43,49,71,31
1737,Point,43.125,-71.8731,43,50,71,31
1738,Point,43.1251,-71.8731,43,51,71,31
1739,Point,43.1252,-71.8731,43,52,71,31
1740,Point,43.1253,-71.8731,43,53,71,31
1741,Point,43.1254,-71.8731,43,54,71,31
1742,Point,43.1255,-71.8731,43,55,71,31
1743,Point,43.1256,-71.8731,43,56,71,31
1744,Point,43.1257,-71.8731,43,57,71,31
1745,Point,43.1258,-71.8731,43,58,71,31
1746,Point,43.1259,-71.8731,43,59,71,31
1747,Point,43.126,-71.8731,43,60,71,31
1748,Point,43.1261,-71.8731,43,61,71,31
1749,Point,43.1262,-71.8731,43,62,71,31
1750,Point,43.1263,-71.8731,43,63,71,31
1751,Point,43.1264,-71.8731,43,64,71,31
1752,Point,43.1265,-71.8731,43,65,71,31
1753,Point,43.1266,-71.8731,43,66,71,31
1754,Point,43.1267,-71.8731,43,67,71,31
1755,Point,43.1268,-71.8731,43,68,71,31
1756,Point,43.1269,-71.8731,43,69,71,31
1757,Point,43.127,-71.8731,43,70,71,31
1758,Point,43.1271,-71.8731,43,71,71,31
1759,Point,43.1272,-71.8731,43,72,71,31
1760,Point,43.1273,-71.8731,43,73,71,31
1761,Point,43.1274,-71.8731,43,74,71,31
1762,Point,43.1275,-71.8731,43,75,71,31
1763,Point,43.1276,-71.8731,43,76,71,31
1764,Point,43.1277,-71.8731,43,77,71,31
1765,Point,43.1278,-71.8731,43,78,71,31
1766,Point,43.1279,-71.8731,43,79,71,31
1767,Point,43.128,-71.8731,43,80,71,31
1768,Point,43.1281,-71.8731,43,81,71,31
1769,Point,43.1282,-71.8731,43,82,71,31
1770,Point,43.1283,-71.8731,43,83,71,31
1771,Point,43.1284,-71.8731,43,84,71,31
1772,Point,43.1285,-71.8731,43,85,71,31
1773,Point,43.1286,-71.8731,43,86,71,31
1774,Point,43.1287,-71.8731,43,87,71,31
1775,Point,43.1288,-71.8731,43,88,71,31
1776,Point,43.1289,-71.8731,43,89,71,31
1777,Point,43.129,-71.8731,43,90,71,31
1778,Point,43.1291,-71.8731,43,91,71,31
1779,Point,43.1292,-71.8731,43,92,71,31
1780,Point,43.1293,-71.8731,43,93,71,31
1781,Point,43.1294,-71.8731,43,94,71,31
1782,Point,43.1295,-71.8731,43,95,71,31
1783,Point,43.1296,-71.8731,43,96,71,31
1784,Point,43.1297,-71.8731,43,97,71,31
1785,Point,43.1298,-71.8731,43,98,71,31
1786,Point,43.1299,-71.8731,43,99,71,31
1787,Point,43.12,-71.8732,43,00,71,32
1788,Point,43.1201,-71.8732,43,01,71,32
1789,Point,43.1202,-71.8732,43,02,71,32
1790,Point,43.1203,-71.8732,43,03,71,32
1791,Point,43.1204,-71.8732,43,04,71,32
1792,Point,43.1205,-71.8732,43,05,71,32
1793,Point,43.1206,-71.8732,43,06,71,32
1794,Point,43.1207,-71.8732,43,07,71,32
1795,Point,43.1208,-71.8732,43,08,71,32
1796,Point,43.1209,-71.8732,43,09,71,32
1797,Point,43.121,-71.8732,43,10,71,32
1798,Point,43.1219,-71.8732,43,19,71,32
1799,Point,43.122,-71.8732,43,20,71,32
1800,Point,43.1221,-71.8732,43,21,71,32
1801,Point,43.1222,-71.8732,43,22,71,32
1802,Point,43.1223,-71.8732,43,23,71,32
1803,Point,43.1224,-71.8732,43,24,71,32
1804,Point,43.1225,-71.8732,43,25,71,32
1805,Point,43.1226,-71.8732,43,26,71,32
1806,Point,43.1227,-71.8732,43,27,71,32
1807,Point,43.1228,-71.8732,43,28,71,32
1808,Point,43.1229,-71.8732,43,29,71,32
1809,Point,43.123,-71.8732,43,30,71,32
1810,Point,43.1231,-71.8732,43,31,71,32
1811,Point,43.1232,-71.8732,43,32,71,32
1812,Point,43.1233,-71.8732,43,33,71,32
1813,Point,43.1234,-71.8732,43,34,71,32
1814,Point,43.1235,-71.8732,43,35,71,32
1815,Point,43.1236,-71.8732,43,36,71,32
1816,Point,43.1237,-71.8732,43,37,71,32
1817,Point,43.1238,-71.8732,43,38,71,32
1818,Point,43.1239,-71.8732,43,39,71,32
1819,Point,43.124,-71.8732,43,40,71,32
1820,Point,43.1241,-71.8732,43,41,71,32
1821,Point,43.1242,-71.8732,43,42,71,32
1822,Point,43.1243,-71.8732,43,43,71,32
1823,Point,43.1244,-71.8732,43,44,71,32
1824,Point,43.1245,-71.8732,43,45,71,32
1825,Point,43.1246,-71.8732,43,46,71,32
1826,Point,43.1247,-71.8732,43,47,71,32
1827,Point,43.1248,-71.8732,43,48,71,32
1828,Point,43.1249,-71.8732,43,49,71,32
1829,Point,43.125,-71.8732,43,50,71,32
1830,Point,43.1251,-71.8732,43,51,71,32
1831,Point,43.1252,-71.8732,43,52,71,32
1832,Point,43.1253,-71.8732,43,53,71,32
1833,Point,43.1254,-71.8732,43,54,71,32
1834,Point,43.1255,-71.8732,43,55,71,32
1835,Point,43.1256,-71.8732,43,56,71,32
1836,Point,43.1257,-71.8732,43,57,71,32
1837,Point,43.1258,-71.8732,43,58,71,32
1838,Point,43.1259,-71.8732,43,59,71,32
1839,Point,43.126,-71.8732,43,60,71,32
1840,Point,43.1261,-71.8732,43,61,71,32
1841,Point,43.1262,-71.8732,43,62,71,32
1842,Point,43.1263,-71.8732,43,63,71,32
1843,Point,43.1264,-71.8732,43,64,71,32
1844,Point,43.1265,-71.8732,43,65,71,32
1845,Point,43.1266,-71.8732,43,66,71,32
1846,Point,43.1267,-71.8732,43,67,71,32
1847,Point,43.1268,-71.8732,43,68,71,32
1848,Point,43.1269,-71.8732,43,69,71,32
1849,Point,43.127,-71.8732,43,70,71,32
1850,Point,43.1271,-71.8732,43,71,71,32
1851,Point,43.1272,-71.8732,43,72,71,32
1852,Point,43.1273,-71.8732,43,73,71,32
1853,Point,43.1274,-71.8732,43,74,71,32
1854,Point,43.1275,-71.8732,43,75,71,32
1855,Point,43.1276,-71.8732,43,76,71,32
1856,Point,43.1277,-71.8732,43,77,71,32
1857,Point,43.1278,-71.8732,43,78,71,32
1858,Point,43.1279,-71.8732,43,79,71,32
1859,Point,43.128,-71.8732,43,80,71,32
1860,Point,43.1281,-71.8732,43,81,71,32
1861,Point,43.1282,-71.8732,43,82,71,32
1862,Point,43.1283,-71.8732,43,83,71,32
1863,Point,43.1284,-71.8732,43,84,71,32
1864,Point,43.1285,-71.8732,43,85,71,32
1865,Point,43.1286,-71.8732,43,86,71,32
1866,Point,43.1287,-71.8732,43,87,71,32
1867,Point,43.1288,-71.8732,43,88,71,32
1868,Point,43.1289,-71.8732,43,89,71,32
1869,Point,43.129,-71.8732,43,90,71,32
1870,Point,43.1291,-71.8732,43,91,71,32
1871,Point,43.1292,-71.8732,43,92,71,32
1872,Point,43.1293,-71.8732,43,93,71,32
1873,Point,43.1294,-71.8732,43,94,71,32
1874,Point,43.1295,-71.8732,43,95,71,32
1875,Point,43.1296,-71.8732,43,96,71,32
1876,Point,43.1297,-71.8732,43,97,71,32
1877,Point,43.1298,-71.8732,43,98,71,32
1878,Point,43.1299,-71.8732,43,99,71,32
1879,Point,43.12,-71.8733,43,00,71,33
1880,Point,43.1201,-71.8733,43,01,71,33
1881,Point,43.1202,-71.8733,43,02,71,33
1882,Point,43.1203,-71.8733,43,03,71,33
1883,Point,43.1204,-71.8733,43,04,71,33
1884,Point,43.1205,-71.8733,43,05,71,33
1885,Point,43.1206,-71.8733,43,06,71,33
1886,Point,43.1207,-71.8733,43,07,71,33
1887,Point,43.1208,-71.8733,43,08,71,33
1888,Point,43.1209,-71.8733,43,09,71,33
1889,Point,43.121,-71.8733,43,10,71,33
1890,Point,43.1219,-71.8733,43,19,71,33
1891,Point,43.122,-71.8733,43,20,71,33
1892,Point,43.1221,-71.8733,43,21,71,33
1893,Point,43.1222,-71.8733,43,22,71,33
1894,Point,43.1223,-71.8733,43,23,71,33
1895,Point,43.1224,-71.8733,43,24,71,33
1896,Point,43.1225,-71.8733,43,25,71,33
1897,Point,43.1226,-71.8733,43,26,71,33
1898,Point,43.1227,-71.8733,43,27,71,33
1899,Point,43.1228,-71.8733,43,28,71,33
1900,Point,43.1229,-71.8733,43,29,71,33
1901,Point,43.123,-71.8733,43,30,71,33
1902,Point,43.1231,-71.8733,43,31,71,33
1903,Point,43.1232,-71.8733,43,32,71,33
1904,Point,43.1233,-71.8733,43,33,71,33
1905,Point,43.1234,-71.8733,43,34,71,33
1906,Point,43.1235,-71.8733,43,35,71,33
1907,Point,43.1236,-71.8733,43,36,71,33
1908,Point,43.1237,-71.8733,43,37,71,33
1909,Point,43.1238,-71.8733,43,38,71,33
1910,Point,43.1239,-71.8733,43,39,71,33
1911,Point,43.124,-71.8733,43,40,71,33
1912,Point,43.1241,-71.8733,43,41,71,33
1913,Point,43.1242,-71.8733,43,42,71,33
1914,Point,43.1243,-71.8733,43,43,71,33
1915,Point,43.1244,-71.8733,43,44,71,33
1916,Point,43.1245,-71.8733,43,45,71,33
1917,Point,43.1246,-71.8733,43,46,71,33
1918,Point,43.1247,-71.8733,43,47,71,33
1919,Point,43.1248,-71.8733,43,48,71,33
1920,Point,43.1249,-71.8733,43,49,71,33
1921,Point,43.125,-71.8733,43,50,71,33
1922,Point,43.1251,-71.8733,43,51,71,33
1923,Point,43.1252,-71.8733,43,52,71,33
1924,Point,43.1253,-71.8733,43,53,71,33
1925,Point,43.1254,-71.8733,43,54,71,33
1926,Point,43.1255,-71.8733,43,55,71,33
1927,Point,43.1256,-71.8733,43,56,71,33
1928,Point,43.1257,-71.8733,43,57,71,33
1929,Point,43.1258,-71.8733,43,58,71,33
1930,Point,43.1259,-71.8733,43,59,71,33
1931,Point,43.126,-71.8733,43,60,71,33
1932,Point,43.1261,-71.8733,43,61,71,33
1933,Point,43.1262,-71.8733,43,62,71,33
1934,Point,43.1263,-71.8733,43,63,71,33
1935,Point,43.1264,-71.8733,43,64,71,33
1936,Point,43.1265,-71.8733,43,65,71,33
1937,Point,43.1266,-71.8733,43,66,71,33
1938,Point,43.1267,-71.8733,43,67,71,33
1939,Point,43.1268,-71.8733,43,68,71,33
1940,Point,43.1269,-71.8733,43,69,71,33
1941,Point,43.127,-71.8733,43,70,71,33
1942,Point,43.1271,-71.8733,43,71,71,33
1943,Point,43.1272,-71.8733,43,72,71,33
1944,Point,43.1273,-71.8733,43,73,71,33
1945,Point,43.1274,-71.8733,43,74,71,33
1946,Point,43.1275,-71.8733,43,75,71,33
1947,Point,43.1276,-71.8733,43,76,71,33
1948,Point,43.1277,-71.8733,43,77,71,33
1949,Point,43.1278,-71.8733,43,78,71,33
1950,Point,43.1279,-71.8733,43,79,71,33
1951,Point,43.128,-71.8733,43,80,71,33
1952,Point,43.1281,-71.8733,43,81,71,33
1953,Point,43.1282,-71.8733,43,82,71,33
1954,Point,43.1283,-71.8733,43,83,71,33
1955,Point,43.1284,-71.8733,43,84,71,33
1956,Point,43.1285,-71.8733,43,85,71,33
1957,Point,43.1286,-71.8733,43,86,71,33
1958,Point,43.1287,-71.8733,43,87,71,33
1959,Point,43.1288,-71.8733,43,88,71,33
1960,Point,43.1289,-71.8733,43,89,71,33
1961,Point,43.129,-71.8733,43,90,71,33
1962,Point,43.1291,-71.8733,43,91,71,33
1963,Point,43.1292,-71.8733,43,92,71,33
1964,Point,43.1293,-71.8733,43,93,71,33
1965,Point,43.1294,-71.8733,43,94,71,33
1966,Point,43.1295,-71.8733,43,95,71,33
1967,Point,43.1296,-71.8733,43,96,71,33
1968,Point,43.1297,-71.8733,43,97,71,33
1969,Point,43.1298,-71.8733,43,98,71,33
1970,Point,43.1299,-71.8733,43,99,71,33
1971,Point,43.12,-71.8734,43,00,71,34
1972,Point,43.1201,-71.8734,43,01,71,34
1973,Point,43.1202,-71.8734,43,02,71,34
1974,Point,43.1203,-71.8734,43,03,71,34
1975,Point,43.1204,-71.8734,43,04,71,34
1976,Point,43.1205,-71.8734,43,05,71,34
1977,Point,43.1206,-71.8734,43,06,71,34
1978,Point,43.1207,-71.8734,43,07,71,34
1979,Point,43.1208,-71.8734,43,08,71,34
1980,Point,43.1209,-71.8734,43,09,71,34
1981,Point,43.121,-71.8734,43,10,71,34
1982,Point,43.1211,-71.8734,43,11,71,34
1983,Point,43.1212,-71.8734,43,12,71,34
1984,Point,43.1213,-71.8734,43,13,71,34
1985,Point,43.1214,-71.8734,43,14,71,34
1986,Point,43.1215,-71.8734,43,15,71,34
1987,Point,43.1216,-71.8734,43,16,71,34
1988,Point,43.1221,-71.8734,43,21,71,34
1989,Point,43.1222,-71.8734,43,22,71,34
1990,Point,43.1223,-71.8734,43,23,71,34
1991,Point,43.1224,-71.8734,43,24,71,34
1992,Point,43.1225,-71.8734,43,25,71,34
1993,Point,43.1226,-71.8734,43,26,71,34
1994,Point,43.1227,-71.8734,43,27,71,34
1995,Point,43.1228,-71.8734,43,28,71,34
1996,Point,43.1229,-71.8734,43,29,71,34
1997,Point,43.123,-71.8734,43,30,71,34
1998,Point,43.1231,-71.8734,43,31,71,34
1999,Point,43.1232,-71.8734,43,32,71,34
2000,Point,43.1233,-71.8734,43,33,71,34
2001,Point,43.1234,-71.8734,43,34,71,34
2002,Point,43.1235,-71.8734,43,35,71,34
2003,Point,43.1236,-71.8734,43,36,71,34
2004,Point,43.1237,-71.8734,43,37,71,34
2005,Point,43.1238,-71.8734,43,38,71,34
2006,Point,43.1239,-71.8734,43,39,71,34
2007,Point,43.124,-71.8734,43,40,71,34
2008,Point,43.1241,-71.8734,43,41,71,34
2009,Point,43.1242,-71.8734,43,42,71,34
2010,Point,43.1243,-71.8734,43,43,71,34
2011,Point,43.1244,-71.8734,43,44,71,34
2012,Point,43.1245,-71.8734,43,45,71,34
2013,Point,43.1246,-71.8734,43,46,71,34
2014,Point,43.1247,-71.8734,43,47,71,34
2015,Point,43.1248,-71.8734,43,48,71,34
2016,Point,43.1249,-71.8734,43,49,71,34
2017,Point,43.125,-71.8734,43,50,71,34
2018,Point,43.1251,-71.8734,43,51,71,34
2019,Point,43.1252,-71.8734,43,52,71,34
2020,Point,43.1253,-71.8734,43,53,71,34
2021,Point,43.1254,-71.8734,43,54,71,34
2022,Point,43.1255,-71.8734,43,55,71,34
2023,Point,43.1256,-71.8734,43,56,71,34
2024,Point,43.1257,-71.8734,43,57,71,34
2025,Point,43.1258,-71.8734,43,58,71,34
2026,Point,43.1259,-71.8734,43,59,71,34
2027,Point,43.126,-71.8734,43,60,71,34
2028,Point,43.1261,-71.8734,43,61,71,34
2029,Point,43.1262,-71.8734,43,62,71,34
2030,Point,43.1263,-71.8734,43,63,71,34
2031,Point,43.1264,-71.8734,43,64,71,34
2032,Point,43.1265,-71.8734,43,65,71,34
2033,Point,43.1266,-71.8734,43,66,71,34
2034,Point,43.1267,-71.8734,43,67,71,34
2035,Point,43.1268,-71.8734,43,68,71,34
2036,Point,43.1269,-71.8734,43,69,71,34
2037,Point,43.127,-71.8734,43,70,71,34
2038,Point,43.1271,-71.8734,43,71,71,34
2039,Point,43.1272,-71.8734,43,72,71,34
2040,Point,43.1273,-71.8734,43,73,71,34
2041,Point,43.1274,-71.8734,43,74,71,34
2042,Point,43.1275,-71.8734,43,75,71,34
2043,Point,43.1276,-71.8734,43,76,71,34
2044,Point,43.1277,-71.8734,43,77,71,34
2045,Point,43.1278,-71.8734,43,78,71,34
2046,Point,43.1279,-71.8734,43,79,71,34
2047,Point,43.128,-71.8734,43,80,71,34
2048,Point,43.1281,-71.8734,43,81,71,34
2049,Point,43.1282,-71.8734,43,82,71,34
2050,Point,43.1283,-71.8734,43,83,71,34
2051,Point,43.1284,-71.8734,43,84,71,34
2052,Point,43.1285,-71.8734,43,85,71,34
